LATITUDE,LONGITUDE,ELEVATION,EMNT,EMXT,TAVG
36.57385725833333,-121.78298390000002,86.66666666666667,0.9,25.0,9.779999999999998
36.58272464545454,-121.78874098181818,82.19090909090909,2.54,24.119999999999997,12.02
36.59026200833333,-121.78835431666668,78.34166666666667,3.9,25.22,13.16
36.59026200833333,-121.78835431666668,78.34166666666667,-2.9799999999999995,26.119999999999997,10.459999999999999
36.609929,-121.770563,55.480000000000004,3.2,28.9,13.459999999999999
36.58272464545454,-121.78874098181818,82.19090909090909,2.5799999999999996,22.66,11.9
36.59851534444444,-121.78675997777776,74.57777777777778,4.4399999999999995,25.779999999999994,13.719999999999999
36.61208871,-121.78380647999998,69.23,4.02,26.1,14.36
36.586225258333336,-121.77224339999998,84.25833333333334,0.20000000000000012,21.439999999999998,12.559999999999999
36.61208871,-121.78380647999998,69.23,0.9800000000000001,27.439999999999998,13.16
